date,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13
11/30/2020 14:00,179.843715,2649.923033,816.7692598,439.916561,-998.1167882,1151.445231,824.811952,377.2585218,-323.7488452,565.6824652,-285.0573807,-193.0362601,4086.908535
11/30/2020 15:00,-238.0649975,2661.066856,1305.702799,356.5652284,-996.0339821,1132.815873,825.3591424,394.9557651,-324.7276945,566.033686,-284.8396652,-193.1421923,4086.909182
11/30/2020 16:00,-315.1085998,2445.181431,1685.609914,266.3178144,-985.3072821,1108.415231,825.1795848,412.5898476,-325.6991126,566.3800673,-284.6205087,-193.2481788,4086.909792
11/30/2020 17:00,219.6266236,1851.588188,1941.613808,169.9490067,-965.293675,1078.269679,824.2832262,430.1583771,-326.6630679,566.7215984,-284.3999098,-193.3542194,4086.910366
11/30/2020 18:00,376.4265156,1008.29703,2079.502055,68.21851978,-935.5287694,1042.584214,822.6800366,447.6589382,-327.6195288,567.0582685,-284.1778674,-193.460314,4086.910902
11/30/2020 19:00,-334.1079398,72.98396472,2109.702515,-38.71546094,-895.6819155,1001.697573,820.3800157,465.0890855,-328.5684637,567.3900668,-283.9543803,-193.5664626,4086.911402
11/30/2020 20:00,-413.3884627,-968.8222971,2043.762881,-151.8145853,-845.4476316,955.9736644,817.3931692,482.446368,-329.5098411,567.7169826,-283.7294475,-193.6726651,4086.911865
11/30/2020 21:00,83.81393795,-2020.203755,1889.525787,-268.3354413,-784.5209284,905.7768849,813.7294984,499.7283389,-330.4436293,568.0390051,-283.5030678,-193.7789213,4086.912291
11/30/2020 22:00,464.5061119,-2666.480268,1653.772191,-384.472943,-712.5983485,851.4731655,809.3990041,516.932552,-331.3697968,568.3561235,-283.2752399,-193.8852313,4086.91268
11/30/2020 23:00,359.4095833,-2601.982177,1342.248858,-496.4220045,-629.3768176,793.4288195,804.4116704,534.0565776,-332.2883119,568.668327,-283.0459628,-193.9915948,4086.913033
12/1/2020 0:00,-102.0187276,-2020.137843,961.0151807,-600.3775397,-534.5532612,732.0101603,798.7774179,551.0980499,-333.1991431,568.975605,-282.8152352,-194.0980118,4086.913348
